Zone,Weight,FedEx_First_Overnight,FedEx_Priority_Overnight,FedEx_Standard_Overnight,FedEx_2Day_AM,FedEx_2Day,FedEx_Express_Saver
8,125,1496.25,1457.50,1371.25,1218.75,1068.75,907.50
8,126,1508.22,1469.16,1382.22,1228.50,1077.30,914.76
8,127,1520.19,1480.82,1393.19,1238.25,1085.85,922.02
8,128,1532.16,1492.48,1404.16,1248.00,1094.40,929.28
8,129,1544.13,1504.14,1415.13,1257.75,1102.95,936.54
8,130,1556.10,1515.80,1426.10,1267.50,1111.50,943.80
8,131,1568.07,1527.46,1437.07,1277.25,1120.05,951.06
8,132,1580.04,1539.12,1448.04,1287.00,1128.60,958.32
8,133,1592.01,1550.78,1459.01,1296.75,1137.15,965.58
8,134,1603.98,1562.44,1469.98,1306.50,1145.70,972.84
8,135,1615.95,1574.10,1480.95,1316.25,1154.25,980.10
8,136,1627.92,1585.76,1491.92,1326.00,1162.80,987.36
8,137,1639.89,1597.42,1502.89,1335.75,1171.35,994.62
8,138,1651.86,1609.08,1513.86,1345.50,1179.90,1001.88
8,139,1663.83,1620.74,1524.83,1355.25,1188.45,1009.14
8,140,1675.80,1632.40,1535.80,1365.00,1197.00,1016.40
8,141,1687.77,1644.06,1546.77,1374.75,1205.55,1023.66
8,142,1699.74,1655.72,1557.74,1384.50,1214.10,1030.92
8,143,1711.71,1667.38,1568.71,1394.25,1222.65,1038.18
8,144,1723.68,1679.04,1579.68,1404.00,1231.20,1045.44
8,145,1735.65,1690.70,1590.65,1413.75,1239.75,1052.70
8,146,1747.62,1702.36,1601.62,1423.50,1248.30,1059.96
8,147,1759.59,1714.02,1612.59,1433.25,1256.85,1067.22
8,148,1771.56,1725.68,1623.56,1443.00,1265.40,1074.48
8,149,1783.53,1737.34,1634.53,1452.75,1273.95,1081.74
8,150,1795.50,1749.00,1645.50,1462.50,1282.50,1089.00
